DATE,SDXRSA
2012-02-01,151.45174021318002
2012-03-01,151.398046280077
2012-04-01,152.539123424095
2012-05-01,152.813845872823
2012-06-01,153.569099589052
2012-07-01,154.480004234515
2012-08-01,155.810218748566
2012-09-01,158.468861129497
2012-10-01,161.19558820552498
2012-11-01,163.628915527915
2012-12-01,165.581725971386
2013-01-01,165.651647118349
2013-02-01,166.67048408556602
2013-03-01,169.458569391408
2013-04-01,174.67250463495301
2013-05-01,179.01619364397598
2013-06-01,183.02279963536998
2013-07-01,186.072817614783
2013-08-01,189.60129050983997
2013-09-01,191.81711221031998
2013-10-01,193.290648269454
2013-11-01,194.418956544716
2013-12-01,195.580781339581
2014-01-01,197.653052375782
2014-02-01,199.532667013977
2014-03-01,200.914525149433
2014-04-01,201.157611432925
2014-05-01,201.135892309523
2014-06-01,201.307045651809
2014-07-01,201.360303256869
2014-08-01,201.256577521159
2014-09-01,201.640472902997
2014-10-01,202.548689384848
2014-11-01,204.55251380393298
2014-12-01,205.394716878765
2015-01-01,207.322791086086
2015-02-01,208.22122258632302
2015-03-01,209.62591461139598
2015-04-01,209.82546534432498
2015-05-01,210.450474408228
2015-06-01,210.22173818053798
2015-07-01,212.30069330134498
2015-08-01,213.414023740268
2015-09-01,215.14558898184399
2015-10-01,215.465093609836
2015-11-01,217.314605412062
2015-12-01,219.999636811377
2016-01-01,221.41520050322103
2016-02-01,221.030524806696
2016-03-01,222.050000808577
2016-04-01,222.801847364827
2016-05-01,223.73068415966702
2016-06-01,223.965672209315
2016-07-01,225.027058545453
2016-08-01,225.905351470043
2016-09-01,226.83752141858298
2016-10-01,228.317804387721
2016-11-01,230.16784051745097
2016-12-01,231.868973313717
2017-01-01,233.76755865541801
2017-02-01,235.05330748590998
2017-03-01,235.848353857932
2017-04-01,237.089858397603
2017-05-01,238.386440499311
2017-06-01,239.810075145616
2017-07-01,240.99633032114
2017-08-01,243.633380774528
2017-09-01,245.49663757901
2017-10-01,246.734617439169
2017-11-01,247.252799902303
2017-12-01,249.087941395463
2018-01-01,251.060669702798
2018-02-01,252.70933902189898
2018-03-01,253.690555501446
2018-04-01,255.07982558447102
2018-05-01,255.33448060293202
2018-06-01,256.074849711016
2018-07-01,255.83151172619597
2018-08-01,255.371124438814
2018-09-01,255.12202028702004
2018-10-01,255.660805913737
2018-11-01,255.07598151678798
2018-12-01,254.64804296757703
2019-01-01,254.378373395425
2019-02-01,255.440961575821
2019-03-01,256.596200979357
2019-04-01,256.99804675827596
2019-05-01,258.338050077165
2019-06-01,259.37378248913996
2019-07-01,260.795205785472
2019-08-01,260.969602231347
2019-09-01,262.203816144809
2019-10-01,262.94142783866903
2019-11-01,265.11883121539904
2019-12-01,266.458728750175
2020-01-01,267.4175269139
2020-02-01,267.170350516061
2020-03-01,269.442366945802
2020-04-01,271.727056539613
2020-05-01,271.465430134568
2020-06-01,272.300334217022
2020-07-01,274.871386688296
2020-08-01,280.898594004791
